book	chapter	verse	decision	chosen	farskipper	thiagobodruk	openbibles	scrollmapper
Judges	6	11	plurality 2/4	And there came an angel of the LORD, and sat under an oak which was in Ophrah, that pertained unto Joash the Abi-ezrite: and his son Gideon threshed wheat by the winepress, to hide it from the Midianites.	And there came an angel of the LORD, and sat under an oak which was in Ophrah, that pertained unto Joash the Abiezrite: and his son Gideon threshed wheat by the winepress, to hide it from the Midianites.	And there came an angel of the LORD, and sat under an oak which was in Ophrah, that pertained unto Joash the Abi-ezrite: and his son Gideon threshed wheat by the winepress, to hide it from the Midianites.	And there came an angel of the LORD, and sat under an oak which was in Ophrah, that pertained unto Joash the Abi-ezrite: and his son Gideon threshed wheat by the winepress, to hide it from the Midianites.	And there came an angel of the Lord, and sat under an oak which was in Ophrah, that pertained unto Joash the Abi–ezrite: and his son Gideon threshed wheat by the winepress, to hide it from the Midianites.
Judges	6	24	plurality 1/4	Then Gideon built an altar there unto the LORD, and called it Jehovah-shalom: unto this day it is yet in Ophrah of the Abiezrites.	Then Gideon built an altar there unto the LORD, and called it Jehovah-shalom: unto this day it is yet in Ophrah of the Abiezrites.	Then Gideon built an altar there unto the LORD, and called it Jehovah-shalom: unto this day it is yet in Ophrah of the Abi-ezrites. send peace	Then Gideon built an altar there unto the LORD, and called it Jehovah-shalom: unto this day it is yet in Ophrah of the Abi-ezrites.	Then Gideon built an altar there unto the Lord, and called it Jehovah–shalom: unto this day it is yet in Ophrah of the Abi–ezrites.
Judges	6	34	plurality 2/4	But the Spirit of the LORD came upon Gideon, and he blew a trumpet; and Abi-ezer was gathered after him.	But the Spirit of the LORD came upon Gideon, and he blew a trumpet; and Abiezer was gathered after him.	But the Spirit of the LORD came upon Gideon, and he blew a trumpet; and Abi-ezer was gathered after him.	But the Spirit of the LORD came upon Gideon, and he blew a trumpet; and Abi-ezer was gathered after him.	But the Spirit of the Lord came upon Gideon, and he blew a trumpet; and Abi–ezer was gathered after him.
Judges	8	2	plurality 2/4	And he said unto them, What have I done now in comparison of you? Is not the gleaning of the grapes of Ephraim better than the vintage of Abi-ezer?	And he said unto them, What have I done now in comparison of you? Is not the gleaning of the grapes of Ephraim better than the vintage of Abiezer?	And he said unto them, What have I done now in comparison of you? Is not the gleaning of the grapes of Ephraim better than the vintage of Abi-ezer?	And he said unto them, What have I done now in comparison of you? Is not the gleaning of the grapes of Ephraim better than the vintage of Abi-ezer?	And he said unto them, What have I done now in comparison of you? Is not the gleaning of the grapes of Ephraim better than the vintage of Abi–ezer?
Judges	8	32	plurality 2/4	And Gideon the son of Joash died in a good old age, and was buried in the sepulchre of Joash his father, in Ophrah of the Abi-ezrites.	And Gideon the son of Joash died in a good old age, and was buried in the sepulchre of Joash his father, in Ophrah of the Abiezrites.	And Gideon the son of Joash died in a good old age, and was buried in the sepulchre of Joash his father, in Ophrah of the Abi-ezrites.	And Gideon the son of Joash died in a good old age, and was buried in the sepulchre of Joash his father, in Ophrah of the Abi-ezrites.	And Gideon the son of Joash died in a good old age, and was buried in the sepulchre of Joash his father, in Ophrah of the Abi–ezrites.
Judges	11	31	plurality 2/4	Then it shall be, that whatsoever cometh forth of the doors of my house to meet me, when I return in peace from the children of Ammon, shall surely be the LORD'S, and I will offer it up for a burnt offering.	Then it shall be, that whatsoever cometh forth of the doors of my house to meet me, when I return in peace from the children of Ammon, shall surely be the LORD'S, and I will offer it up for a burnt offering.	Then it shall be, that whatsoever cometh forth of the doors of my house to meet me, when I return in peace from the children of Ammon, shall surely be the LORD's, and I will offer it up for a burnt offering.	Then it shall be, that whatsoever cometh forth of the doors of my house to meet me, when I return in peace from the children of Ammon, shall surely be the LORD'S, and I will offer it up for a burnt offering.	Then it shall be, that whatsoever cometh forth of the doors of my house to meet me, when I return in peace from the children of Ammon, shall surely be the Lord's, and I will offer it up for a burnt offering.
Judges	12	8	plurality 2/4	And after him Ibzan of Beth-lehem judged Israel.	And after him Ibzan of Beth-lehem judged Israel.	And after him Ibzan of Beth-lehem judged Israel.	And after him Ibzan of Bethlehem judged Israel.	And after him Ibzan of Beth–lehem judged Israel.
Judges	12	10	plurality 2/4	Then died Ibzan, and was buried at Beth-lehem.	Then died Ibzan, and was buried at Beth-lehem.	Then died Ibzan, and was buried at Beth-lehem.	Then died Ibzan, and was buried at Bethlehem.	Then died Ibzan, and was buried at Beth–lehem.
Judges	13	19	plurality 2/4	So Manoah took a kid with a meat offering, and offered it upon a rock unto the LORD: and the angel did wondrously; and Manoah and his wife looked on.	So Manoah took a kid with a meat offering, and offered it upon a rock unto the LORD: and the angel did wondrously; and Manoah and his wife looked on.	So Manoah took a kid with a meat offering, and offered it upon a rock unto the LORD: and the angel did wondrously; and Manoah and his wife looked on.	So Manoah took a kid with a meat offering, and offered it upon a rock unto the LORD: and the angel did wonderously; and Manoah and his wife looked on.	So Manoah took a kid with a meat offering, and offered it upon a rock unto the Lord: and the angel did wondrously; and Manoah and his wife looked on.
Judges	16	17	plurality 3/4	That he told her all his heart, and said unto her, There hath not come a razor upon mine head; for I have been a Nazarite unto God from my mother's womb: if I be shaven, then my strength will go from me, and I shall become weak, and be like any other man.	That he told her all his heart, and said unto her, There hath not come a razor upon mine head; for I have been a Nazarite unto God from my mother's womb: if I be shaven, then my strength will go from me, and I shall become weak, and be like any other man.	That he told her all his heart, and said unto her, There hath not come a razor upon mine head; for I have been a Nazarite unto God from my mother's womb: if I be shaven, then my strength will go from me, and I shall become weak, and be like any other man.	That he told her all his heart, and said unto her. There hath not come a razor upon mine head; for I have been a Nazarite unto God from my mother's womb: if I be shaven, then my strength will go from me, and I shall become weak, and be like any other man.	That he told her all his heart, and said unto her, There hath not come a razor upon mine head; for I have been a Nazarite unto God from my mother's womb: if I be shaven, then my strength will go from me, and I shall become weak, and be like any other man.
Judges	17	7	plurality 2/4	And there was a young man out of Beth-lehem-judah of the family of Judah, who was a Levite, and he sojourned there.	And there was a young man out of Beth-lehem-judah of the family of Judah, who was a Levite, and he sojourned there.	And there was a young man out of Beth-lehem-judah of the family of Judah, who was a Levite, and he sojourned there.	And there was a young man out of Bethlehemjudah of the family of Judah, who was a Levite, and he sojourned there.	And there was a young man out of Beth–lehem–judah of the family of Judah, who was a Levite, and he sojourned there.
